품목분류(HS),HSK품목명,HSK영문명,통제번호
3921199090,기타,Other,1A001.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1A001.
3920991000,항공기용,For aircrafts,1A001.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1A001.
3920999090,기타,Other,1A001.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1A001.
3921909090,기타,Other,1A001.
8484900000,기타,Other,1A001.
8807100000,프로펠러ㆍ로터(rotor)와 이들의 부분품,Propellers and rotors and parts thereof,1A001.
3917400000,연결구류,Fittings,1A001.a.
3214102000,도장용 충전제,Painters' fillings,1A001.a.
8807302000,헬리콥터의 부분품,"Parts of aeroplanes, helicopters",1A001.a.
3214101080,수지매스틱과 수지시멘트,Resin mastics and cements,1A001.a.
3214101090,기타,Other,1A001.a.
3917400000,연결구류,Fittings,1A001.a.
3214101060,고무를 기본 재료로 한 것,Based on rubber,1A001.a.
3921902000,프로필렌의 중합체로 만든 것,Of polymers of propylene,1A002.
3921199020,폴리아미드로 만든 것,Of polyamides,1A002.
3921191090,기타,Other,1A002.
3921195000,그 밖의 셀룰로오스나 그 화학적 유도체로 만든 것,Of other cellulose or its chemical derivatives,1A002.
3921909020,폴리아미드로 만든 것,Of polyamides,1A002.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1A002.
3921909030,아미노수지로 만든 것,Of amino-resins,1A002.
3921909010,폴리비닐 부티랄로 만든 것,Of polyvinyl butyral,1A002.
3921192010,격리막(이차전지 제조용으로 한정한다),"Separator, for manufacturing secondary battery",1A002.
3921902000,프로필렌의 중합체로 만든 것,Of polymers of propylene,1A002.
8710009000,부분품,Parts,1A002.
6806101000,슬래그 울(slag wool),Slag wool,1A002.
5902100000,나일론이나 그 밖의 폴리아미드로 만든 것,Of nylon or other polyamides,1A002.
3921199020,폴리아미드로 만든 것,Of polyamides,1A002.
3921192010,격리막(이차전지 제조용으로 한정한다),"Separator, for manufacturing secondary battery",1A002.
3921193090,기타,Other,1A002.
3921909030,아미노수지로 만든 것,Of amino-resins,1A002.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1A002.
3921903000,스티렌의 중합체로 만든 것,Of polymers of styrene,1A002.
6806103000,세라믹 파이버,Ceramic fibre,1A002.
3921902000,프로필렌의 중합체로 만든 것,Of polymers of propylene,1A002.
3921199040,페놀수지로 만든 것,Of phenolic resins,1A002.
6806101000,슬래그 울(slag wool),Slag wool,1A002.
3921904020,연질의 것,Flexible,1A002.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1A002.
3921907000,셀룰로오스나 그 화학적 유도체로 만든 것,Of cellulose or its chemical derivatives,1A002.
3921193090,기타,Other,1A002.
3921909020,폴리아미드로 만든 것,Of polyamides,1A002.
6806103000,세라믹 파이버,Ceramic fibre,1A002.
3921195000,그 밖의 셀룰로오스나 그 화학적 유도체로 만든 것,Of other cellulose or its chemical derivatives,1A002.
5902100000,나일론이나 그 밖의 폴리아미드로 만든 것,Of nylon or other polyamides,1A002.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.a.
6815110000,탄소섬유,Carbon fibres,1A002.a.
6815139000,기타,Other,1A002.a.
5902200000,폴리에스테르로 만든 것,Of polyesters,1A002.a.
5501190000,기타,Other,1A002.a.
6815131000,프리프레그,Prepregs,1A002.a.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.a.
5501110000,아라미드의 것,Of aramids,1A002.a.
5501190000,기타,Other,1A002.a.1.
5503110000,아라미드(aramid)의 것,Of aramids,1A002.a.1.
5501110000,아라미드의 것,Of aramids,1A002.a.1.
6815131000,프리프레그,Prepregs,1A002.a.2.
5501110000,아라미드의 것,Of aramids,1A002.a.2.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.a.2.
6815131000,프리프레그,Prepregs,1A002.a.2.
6815110000,탄소섬유,Carbon fibres,1A002.a.2.
5501190000,기타,Other,1A002.a.2.
5501110000,아라미드의 것,Of aramids,1A002.a.2.
5503110000,아라미드(aramid)의 것,Of aramids,1A002.b.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.b.
5902200000,폴리에스테르로 만든 것,Of polyesters,1A002.b.
6815110000,탄소섬유,Carbon fibres,1A002.b.
5501190000,기타,Other,1A002.b.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.b.
5503110000,아라미드(aramid)의 것,Of aramids,1A002.b.
6815139000,기타,Other,1A002.b.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.b.1.
6815110000,탄소섬유,Carbon fibres,1A002.b.1.
5501190000,기타,Other,1A002.b.1.
6815131000,프리프레그,Prepregs,1A002.b.1.
5501110000,아라미드의 것,Of aramids,1A002.b.1.
6815139000,기타,Other,1A002.b.1.
5503110000,아라미드(aramid)의 것,Of aramids,1A002.b.1.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A002.b.2.
5501110000,아라미드의 것,Of aramids,1A002.b.2.
5501190000,기타,Other,1A002.b.2.
6815131000,프리프레그,Prepregs,1A002.b.2.
6815110000,탄소섬유,Carbon fibres,1A002.b.2.
5503110000,아라미드(aramid)의 것,Of aramids,1A002.b.2.
6815139000,기타,Other,1A002.b.2.
3919900000,기타,Other,1A003.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1A003.
3921909090,기타,Other,1A003.
3921909020,폴리아미드로 만든 것,Of polyamides,1A003.
3919900000,기타,Other,1A003.
3916909000,기타,Other,1A003.
5902100000,나일론이나 그 밖의 폴리아미드로 만든 것,Of nylon or other polyamides,1A003.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1A003.
3921909090,기타,Other,1A003.
3921199090,기타,Other,1A003.
3920999090,기타,Other,1A003.
3926909000,기타,Other,1A003.
5501190000,기타,Other,1A003.a.
5503110000,아라미드(aramid)의 것,Of aramids,1A003.a.
5501190000,기타,Other,1A003.a.
5501110000,아라미드의 것,Of aramids,1A003.a.
6815191000,비전기용 흑연제품,Non-electrical articles of graphite,1A003.b.
6815110000,탄소섬유,Carbon fibres,1A003.b.
5501190000,기타,Other,1A003.b.
2504900000,기타,Other,1A003.b.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A003.b.
5501110000,아라미드의 것,Of aramids,1A003.b.
6815139000,기타,Other,1A003.b.
5501110000,아라미드의 것,Of aramids,1A003.b.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1A003.b.
6815131000,프리프레그,Prepregs,1A003.b.
6202409090,기타,Other,1A004.
6210402000,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6204290000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6201201000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6210403000,제5907호의 직물로 만든 것,Of fabrics of heading 59.07,1A004.
6210401000,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1A004.
6401929010,고무로 만든 것,Of rubber,1A004.
6401100000,보호용 금속 토캡(toe-cap)을 넣은 신발,Footwear incorporating a protective metal toe-cap,1A004.
6210309020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6112200000,스키슈트,Ski suits,1A004.
6201401090,기타,Other,1A004.
9020008000,그 밖의 호흡용 기기,Other breathing appliances,1A004.
6210209030,제5907호의 직물로 만든 것,Of fabrics of heading 59.07,1A004.
6202301000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
9033000000,제90류의 기계ㆍ기기ㆍ장치ㆍ장비용 부분품과 부속품(이 류에 따로 분류되지 않은 것으로 한정한다),"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90.",1A004.
6204190000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6402999000,기타,Other,1A004.
6405900000,기타,Other,1A004.
6210309020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6201309000,기타,Other,1A004.
6117800000,그 밖의 부속품,Other accessories,1A004.
6401929090,기타,Other,1A004.
6201901000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6112200000,스키슈트,Ski suits,1A004.
6401991090,기타,Other,1A004.
6201401010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6204190000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6202909000,기타,Other,1A004.
6202309000,기타,Other,1A004.
6210201020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6401929090,기타,Other,1A004.
6401100000,보호용 금속 토캡(toe-cap)을 넣은 신발,Footwear incorporating a protective metal toe-cap,1A004.
6210301020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6402919000,기타,Other,1A004.
6203290000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6216009000,기타,Other,1A004.
6201409010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6401991090,기타,Other,1A004.
6210301020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6210403000,제5907호의 직물로 만든 것,Of fabrics of heading 59.07,1A004.
6402999000,기타,Other,1A004.
6202409090,기타,Other,1A004.
6401100000,보호용 금속 토캡(toe-cap)을 넣은 신발,Footwear incorporating a protective metal toe-cap,1A004.
6402919000,기타,Other,1A004.
6210209010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1A004.
4015902000,방사선 방호복,Protective clothing for radiologists,1A004.
6210201010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1A004.
9020001000,가스마스크,Gas masks,1A004.
6116990000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6210201010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1A004.
6210403000,제5907호의 직물로 만든 것,Of fabrics of heading 59.07,1A004.
6210402000,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6201301000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6210301020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6210309020,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.
6201409010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6205900000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6203290000,그 밖의 방직용 섬유로 만든 것,Of other textile materials,1A004.
6405900000,기타,Other,1A004.
9030100000,전리선의 검사용이나 검출용 기기,Instruments and apparatus for measuring or detecting ionising radiations,1A004.
6201409010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1A004.
6201409090,기타,Other,1A004.
8421999010,내연기관용의 여과기나 청정기의 것,"Of filtering or purifying machinery and apparatus, for internal combustion engines",1A004.a.
8421999039,기타,Other,1A004.a.
6307904020,보건용 마스크,For hygienic purpose,1A004.a.
9031809099,기타,Other,1A004.a.
8424209000,기타,Other,1A004.a.
8421999010,내연기관용의 여과기나 청정기의 것,"Of filtering or purifying machinery and apparatus, for internal combustion engines",1A004.a.
8424201000,스프레이건,Spray guns,1A004.a.
9020009000,부분품과 부속품,Parts and accessories,1A004.a.
6307904020,보건용 마스크,For hygienic purpose,1A004.a.
8421999099,기타,Other,1A004.a.
8424202090,기타,Other,1A004.a.
8421999039,기타,Other,1A004.a.
8424209000,기타,Other,1A004.a.
6307904090,그 밖의 안면마스크,Other,1A004.a.
6401929090,기타,Other,1A004.a.
8421999099,기타,Other,1A004.a.
2926904000,아세토니트릴,Acetonitrile,1A004.a.4.a.
2926909000,기타,Other,1A004.a.4.a.
2903920000,"헥사클로로벤젠(ISO)과 디디티(ISO)[클로페노탄(INN), 1,1,1-트리클로로-2,2-비스(파라-클로로페닐)에탄]","Hexachlorobenzene(ISO) and DDT(ISO)(clofenotane(INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)",1A004.a.4.a.
2903910000,"클로로벤젠, 오르토-디클로로벤젠, 파라-디클로로벤젠","Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",1A004.a.4.a.
2903992000,트리클로로벤젠,Trichlorobenzene,1A004.a.4.a.
2926909000,기타,Other,1A004.a.4.b.
5903900000,기타,Other,1A004.b.
6210502000,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.b.
4015909000,기타,Other,1A004.b.
6406903000,각반,Gaiters,1A004.b.
5903900000,기타,Other,1A004.b.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1A004.b.
6210101000,제5602호의 직물로 만든 것,Of fabrics of heading 56.02,1A004.b.
9619009090,기타,Other,1A004.b.
6210501000,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1A004.b.
6210502000,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A004.b.
6406902000,갈아 끼울 수 있는 안창,Removable in-soles,1A004.b.
6403510000,발목을 덮는 것,Covering the ankle,1A004.b.
6211331000,합성섬유로 만든 것,Of synthetic fibres,1A004.b.
6210501000,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1A004.b.
6210503000,제5907호의 직물로 만든 것,Of fabrics of heading 59.07,1A004.b.
6210102000,제5603호의 직물로 만든 것,Of fabrics of heading 56.03,1A004.b.
4015909000,기타,Other,1A004.b.
5911100000,"침포(針布)로 사용하는 방직용 섬유의 직물류, 펠트(felt), 펠트(felt)로 안을 붙인 직물로서 고무ㆍ가죽 그 밖의 물품을 도포ㆍ피복하거나 적층한 물품으로 그 밖의 기술적 용도로 사용하는 이와 유사한 직물[위빙스핀들(weaving spindle)(위빙빔)을 피복하기 위한 고무를 침투시킨 벨벳으로 된 세폭(細幅)직물을 포함한다]","Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams)",1A004.b.
9027200000,크로마토그래프와 전기영동 장치,Chromatographs and electrophoresis instruments,1A004.c.
9027100000,가스나 매연 분석용 기기,Gas or smoke analysis apparatus,1A004.c.
9030909000,기타,Other,1A004.c.
9027200000,크로마토그래프와 전기영동 장치,Chromatographs and electrophoresis instruments,1A004.d.
9027100000,가스나 매연 분석용 기기,Gas or smoke analysis apparatus,1A004.d.
6307903000,드레스 패턴(dress pattern),Dress patterns,1A005.
6307909000,기타,Other,1A005.
6211331000,합성섬유로 만든 것,Of synthetic fibres,1A005.
6211332000,재생ㆍ반(半)합성 섬유로 만든 것,Of artificial fibres,1A005.
6211431000,합성섬유로 만든 것,Of synthetic fibres,1A005.
9020001000,가스마스크,Gas masks,1A005.
9020008000,그 밖의 호흡용 기기,Other breathing appliances,1A005.
6210402000,제5906호의 직물로 만든 것,Of fabrics of heading 59.06,1A005.
6211432000,재생ㆍ반(半)합성 섬유로 만든 것,Of artificial fibres,1A005.
6211399000,기타,Other,1A005.
6211332000,재생ㆍ반(半)합성 섬유로 만든 것,Of artificial fibres,1A005.
6211399000,기타,Other,1A005.
6211331000,합성섬유로 만든 것,Of synthetic fibres,1A005.
6211432000,재생ㆍ반(半)합성 섬유로 만든 것,Of artificial fibres,1A005.
6207993010,합성섬유로 만든 것,Of synthetic fibres,1A005.a.
3404200000,폴리(옥시에틸렌)(폴리에틸렌글리콜)의 것,Of poly(oxyethylene) (polyethylene glycol),1A005.b.
6914909000,기타,Other,1A005.b.
8710009000,부분품,Parts,1A005.b.
6307909000,기타,Other,1A005.b.
8526920000,무선원격조절기기,Radio remote control apparatus,1A006.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다],"Lasers, other than laser diodes",1A006.
8526920000,무선원격조절기기,Radio remote control apparatus,1A006.
8543709010,고주파증폭기,High frequency amplifiers,1A006.
9013109000,기타,Other,1A006.
8525509000,기타,Other,1A006.
8541411000,레이저소자,Laser devices,1A006.
8602900000,기타,Other,1A006.a.
8607210000,공기식 제동장치와 그 부분품,Air brakes and parts thereof,1A006.a.
8607120000,그 밖의 보기(bogie)와 비셀보기(bissel-bogie),Other bogies and bissel-bogies,1A006.a.
8607301000,훅,Hooks,1A006.a.
8428909000,기타,Other,1A006.a.
8431491000,유압브레이커,Hydraulic breaker,1A006.a.
8607110000,구동식 보기(bogie)와 비셀보기(bissel-bogie),Driving bogies and bissel-bogies,1A006.a.
8604004000,궤도검사차,Track inspection vehicles,1A006.a.
8607120000,그 밖의 보기(bogie)와 비셀보기(bissel-bogie),Other bogies and bissel-bogies,1A006.a.
8607290000,기타,Other,1A006.a.
8609001000,액체 운반용,For the transport of fluids,1A006.a.
8607309000,기타,Other,1A006.a.
8609002000,압축가스 운반용,For the transport of compressed gas,1A006.a.
8607191000,차축,Axles,1A006.a.
8607191000,차축,Axles,1A006.a.
8607309000,기타,Other,1A006.a.
8607302000,연결장치,Coupling device,1A006.a.
8607120000,그 밖의 보기(bogie)와 비셀보기(bissel-bogie),Other bogies and bissel-bogies,1A006.a.
8603102000,화차,Vans and trucks,1A006.a.
8601200000,축전지로 주행하는 것,Powered by electric accumulators,1A006.a.
8604004000,궤도검사차,Track inspection vehicles,1A006.a.
8604009000,기타,Other,1A006.a.
8609001000,액체 운반용,For the transport of fluids,1A006.a.
8607990000,기타,Other,1A006.a.
8607290000,기타,Other,1A006.a.
8602900000,기타,Other,1A006.a.
8607199000,기타,Other,1A006.a.
6903909070,관(管),Tubes and pipes,1A006.b.
6914101000,화분,Flower-pots,1A006.b.
7612909010,용적이 1리터 미만인 것,Less than 1 ℓ capacity,1A006.b.
7309000000,"철강으로 만든 각종 재료용 저장조ㆍ탱크ㆍ통과 이와 유사한 용기(압축용이나 액화가스용은 제외하고, 기계장치나 가열ㆍ냉각 장치를 갖추지 않은 것으로서 용적이 300리터를 초과하는 것으로 한정하며, 내장한 것인지 또는 열절연한 것인지에 상관없다)","Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 ℓ, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",1A006.b.
6903205000,노즐,Nozzles,1A006.b.
6903202000,도가니,Crucibles,1A006.b.
6903909020,도가니,Crucibles,1A006.b.
7616999010,알루미늄 파우치(pouch),Aluminium pouch,1A006.b.
7612909020,용적이 1리터 이상 20리터 미만인 것,Not less than 1 ℓ but less than 20 ℓ in capacity,1A006.b.
6903909070,관(管),Tubes and pipes,1A006.b.
6911900000,기타,Other,1A006.b.
6903109000,기타,Other,1A006.b.
7806009000,기타,Other,1A006.b.
6903909090,기타,Other,1A006.b.
7115901090,기타,Other,1A006.b.
7508909000,기타,Other,1A006.b.
8007003021,가루,Powders,1A006.b.
7907002020,관(管) 연결구류,Tube or pipe fittings,1A006.b.
7115901010,백금 도가니,Platinum crucible,1A006.b.
6909120000,모스 경도가 9 이상인 물품,Articles having a hardness equivalent to 9 or more on the Mohs scale,1A006.b.
4016991090,기타,Other,1A006.b.
6903209000,기타,Other,1A006.b.
7806003010,봉,Bars and rods,1A006.b.
6909900000,기타,Other,1A006.b.
7115901090,기타,Other,1A006.b.
7020001019,기타,Other,1A006.b.
7907001000,아연으로 만든 홈통ㆍ지붕덮개ㆍ채광 창틀과 그 밖의 가공한 건축용 재료,"Gutters, roof capping, skylight frames and other fabricated building components",1A006.b.
7326190000,기타,Other,1A006.b.
7010900000,기타,Other,1A006.b.
8112991000,게르마늄,Germanium,1A006.b.
7508909000,기타,Other,1A006.b.
7612909030,용적이 20리터 이상인 것,Not less than 20 ℓ in capacity,1A006.b.
8007003010,박(箔),Foil,1A006.b.
4017002000,경질고무의 제품,Articles of hard rubber,1A006.b.
6914909000,기타,Other,1A006.b.
8007009000,기타,Other,1A006.b.
9305990000,기타,Other,1A006.b.
6905900000,기타,Other,1A006.b.
7020009000,기타,Other,1A006.b.
8104909000,기타,Other,1A006.b.
7907002020,관(管) 연결구류,Tube or pipe fittings,1A006.b.
8112991000,게르마늄,Germanium,1A006.b.
6909110000,자기제의 것,Of porcelain or china,1A006.b.
6909900000,기타,Other,1A006.b.
8110900000,기타,Other,1A006.b.
4016100000,셀룰러 고무로 만든 것,Of cellular rubber,1A006.b.
6903109000,기타,Other,1A006.b.
7806003010,봉,Bars and rods,1A006.b.
6903205000,노즐,Nozzles,1A006.b.
9305990000,기타,Other,1A006.b.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1A006.b.
7616991000,보빈(bobbin),Bobbins,1A006.b.
6914909000,기타,Other,1A006.b.
6903109000,기타,Other,1A006.b.
7612909030,용적이 20리터 이상인 것,Not less than 20 ℓ in capacity,1A006.b.
7612909020,용적이 1리터 이상 20리터 미만인 것,Not less than 1 ℓ but less than 20 ℓ in capacity,1A006.b.
8101999000,기타,Other,1A006.b.
6903909090,기타,Other,1A006.b.
7907002010,관(管),Tubes and pipes,1A006.b.
6909900000,기타,Other,1A006.b.
9303900000,기타,Other,1A006.b.
7010900000,기타,Other,1A006.b.
7806001000,납으로 만든 용기,Lead containers,1A006.b.
8113000000,서멧(cermet)과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다],"Cermets and articles thereof, including waste and scrap.",1A006.b.
8112590000,기타,Other,1A006.b.
4017003000,경질고무의 웨이스트와 스크랩,Waste and scrap of hard rubber,1A006.b.
6903202000,도가니,Crucibles,1A006.b.
8112190000,기타,Other,1A006.b.
7612909010,용적이 1리터 미만인 것,Less than 1 ℓ capacity,1A006.b.
4016991090,기타,Other,1A006.b.
7020001019,기타,Other,1A006.b.
7907002010,관(管),Tubes and pipes,1A006.b.
6909120000,모스 경도가 9 이상인 물품,Articles having a hardness equivalent to 9 or more on the Mohs scale,1A006.b.
7612909020,용적이 1리터 이상 20리터 미만인 것,Not less than 1 ℓ but less than 20 ℓ in capacity,1A006.b.
6903209000,기타,Other,1A006.b.
8007003022,플레이크(flake),Flakes,1A006.b.
4017003000,경질고무의 웨이스트와 스크랩,Waste and scrap of hard rubber,1A006.b.
7020009000,기타,Other,1A006.b.
3923900000,기타,Other,1A006.b.
8110900000,기타,Other,1A006.b.
7326190000,기타,Other,1A006.b.
8101999000,기타,Other,1A006.b.
8104901000,봉,Bars and rods,1A006.b.
6903105000,노즐,Nozzles,1A006.b.
7907009010,전기도금용 양극,Electro-plating anodes,1A006.b.
6903102090,기타,Other,1A006.b.
8112992000,바나듐,Vanadium,1A006.b.
8541609000,기타,Other,1A007.
9013909000,기타,Other,1A007.a.
3606900000,기타,Other,1A007.a.
8609005000,냉동용과 냉장용,Of freezer and refrigerator,1A007.a.
9306309000,기타,Other,1A007.b.
9306301000,리베팅용이나 이와 유사한 공구용ㆍ무통 도살기용 탄약과 이들의 부분품,Cartridges for riveting or similar tools or for captive-bolt humane killers and parts thereof,1A007.b.
3603500000,점화기,Igniters,1A007.b.4.
3602000000,폭약(화약은 제외한다),"Prepared explosives, other than propellent powders.",1A008.a.
3602000000,폭약(화약은 제외한다),"Prepared explosives, other than propellent powders.",1A008.b.
3603200000,도폭선,Detonating cords,1A008.c.
8462322090,기타,Other,1A008.d.
3602000000,폭약(화약은 제외한다),"Prepared explosives, other than propellent powders.",1A008.d.
8462321010,수치제어식,Numerically controlled,1A008.d.
8462322010,수치제어식,Numerically controlled,1A008.d.
8462321090,기타,Other,1A008.d.
8807909000,기타,Other,1A102.
8807303000,무인기의 부분품,Parts of unmanned aircraft,1A102.
3921909090,기타,Other,1A202.
3921193090,기타,Other,1A202.
3921192010,격리막(이차전지 제조용으로 한정한다),"Separator, for manufacturing secondary battery",1A202.
3921904010,경질의 것,Rigid,1A202.
3921192090,기타,Other,1A202.
5911100000,"침포(針布)로 사용하는 방직용 섬유의 직물류, 펠트(felt), 펠트(felt)로 안을 붙인 직물로서 고무ㆍ가죽 그 밖의 물품을 도포ㆍ피복하거나 적층한 물품으로 그 밖의 기술적 용도로 사용하는 이와 유사한 직물[위빙스핀들(weaving spindle)(위빙빔)을 피복하기 위한 고무를 침투시킨 벨벳으로 된 세폭(細幅)직물을 포함한다]","Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams)",1A202.
3921904020,연질의 것,Flexible,1A202.
3921193090,기타,Other,1A202.
5903900000,기타,Other,1A202.
3921907000,셀룰로오스나 그 화학적 유도체로 만든 것,Of cellulose or its chemical derivatives,1A202.
3921199020,폴리아미드로 만든 것,Of polyamides,1A202.
3921194090,기타,Other,1A202.
6806109000,기타,Other,1A202.
5903900000,기타,Other,1A202.
3921907000,셀룰로오스나 그 화학적 유도체로 만든 것,Of cellulose or its chemical derivatives,1A202.
3921905000,아크릴 중합체로 만든 것,Of acrylic polymeres,1A202.
3921193090,기타,Other,1A202.
3921194030,불포화 폴리에스테르로 만든 것,Of unsaturated polyesters,1A202.
3921192090,기타,Other,1A202.
3921909090,기타,Other,1A202.
5911100000,"침포(針布)로 사용하는 방직용 섬유의 직물류, 펠트(felt), 펠트(felt)로 안을 붙인 직물로서 고무ㆍ가죽 그 밖의 물품을 도포ㆍ피복하거나 적층한 물품으로 그 밖의 기술적 용도로 사용하는 이와 유사한 직물[위빙스핀들(weaving spindle)(위빙빔)을 피복하기 위한 고무를 침투시킨 벨벳으로 된 세폭(細幅)직물을 포함한다]","Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams)",1A202.
3921194090,기타,Other,1A202.
3921909030,아미노수지로 만든 것,Of amino-resins,1A202.
3921191090,기타,Other,1A202.
3921907000,셀룰로오스나 그 화학적 유도체로 만든 것,Of cellulose or its chemical derivatives,1A202.
3921192090,기타,Other,1A202.
6806101000,슬래그 울(slag wool),Slag wool,1A202.
6806102000,암면(rock wool),Rock wool,1A202.
3815199000,기타,Other,1A225.
7115901090,기타,Other,1A225.
7115901010,백금 도가니,Platinum crucible,1A225.
3815121000,백금이나 백금화합물의 것,With platinium metal or platinium compounds,1A225.
